64
,1.117139,1.506366,1.055091,1.192632,1.176033,1.296957,1.264548,1.015046,1.081110,1.679394,1.185379,1.088433,1.198440,1.038731,1.060107,1.258416,1.063667,1.315794,1.163224,1.125866,1.216671,1.011943,1.052102,1.158189,1.367162,1.088718,1.202445,1.166757,1.075328,1.184359,1.040504,1.333882,1.080904,1.408754,1.081649,1.268667,1.408200,1.219311,1.002149,1.024930,1.171881,1.159088,1.342502,1.007659,1.008837,1.111273,1.345103,1.082247,1.326004,1.362347,1.121074,1.019664,1.212324,1.069794,1.184152,1.276092,1.020226,1.025357,1.223301,1.199766,1.070942,1.005881,1.011881
1.029502,,1.146608,1.029839,1.152559,1.025319,1.195589,1.130270,1.199254,1.063148,1.406226,1.124682,1.198414,1.122719,1.073312,1.013754,1.041125,1.050479,1.271375,1.027403,1.068914,1.007730,1.103420,1.157531,1.049364,1.031909,1.152068,1.144755,1.222149,1.034778,1.202111,1.179456,1.186628,1.329156,1.029778,1.062975,1.402696,1.034584,1.472528,1.019425,1.032848,1.290209,1.135128,1.366838,1.180364,1.033203,1.049587,1.179465,1.005494,1.015039,1.083614,1.358621,1.041407,1.186709,1.055128,1.221347,1.215653,1.160636,1.126997,1.038539,1.301801,1.104481,1.032064,1.016129
1.116785,1.029995,,1.181375,1.263775,1.276965,1.063189,1.211868,1.189615,1.145156,1.149473,1.088801,1.119709,1.145056,1.063576,1.036130,1.017948,1.096920,1.320076,1.298239,1.193602,1.223507,1.001529,1.131266,1.240113,1.345677,1.129097,1.110670,1.152528,1.023562,1.196949,1.449561,1.529599,1.059232,1.208530,1.210982,1.043733,1.262044,1.138228,1.024964,1.065657,1.177886,1.095292,1.181398,1.314232,1.200051,1.353012,1.243188,1.046784,1.046878,1.051301,1.012295,1.249851,1.281327,1.365285,1.194105,1.068842,1.068402,1.542873,1.116432,1.259119,1.138278,1.031088,1.012393
1.082336,1.221313,1.299471,,1.173874,1.259689,1.314506,1.185567,1.053992,1.014266,1.202620,1.028543,1.325434,1.047181,1.056500,1.148008,1.017073,1.140870,1.135119,1.193793,1.047858,1.120416,1.022175,1.231684,1.097571,1.400405,1.117652,1.079497,1.000689,1.058208,1.028315,1.086226,1.176707,1.049857,1.094759,1.213317,1.181363,1.063591,1.497506,1.315085,1.039660,1.004032,1.026817,1.069668,1.074421,1.052392,1.086078,1.273504,1.001331,1.086265,1.067775,1.240628,1.613476,1.070114,1.128206,1.011514,1.313710,1.520358,1.127166,1.119702,1.014851,1.280793,1.023125,1.242215
1.324407,1.208235,1.323262,1.177706,,1.150619,1.062083,1.080347,1.128251,1.237654,1.274664,1.334595,1.043728,1.425937,1.352164,1.195881,1.050122,1.036135,1.082261,1.457040,1.027747,1.168949,1.134102,1.221646,1.019882,1.005959,1.043482,1.418942,1.050438,1.060569,1.045108,1.180820,1.015205,1.017835,1.148519,1.134250,1.020807,1.024685,1.049426,1.013030,1.339034,1.155064,1.381971,1.288836,1.048239,1.244029,1.022397,1.371313,1.239723,1.164731,1.122011,1.046434,1.037961,1.006487,1.096781,1.028912,1.314378,1.323313,1.076602,1.001578,1.049441,1.178151,1.116773,1.252440
1.275786,1.089438,1.071703,1.013109,1.022219,,1.050661,1.173531,1.157941,1.009000,1.087604,1.197420,1.533620,1.035153,1.275718,1.077860,1.177953,1.029299,1.345318,1.012151,1.152226,1.093625,1.181825,1.035411,1.000491,1.022304,1.245984,1.068031,1.320675,1.079050,1.016933,1.066798,1.116093,1.098869,1.239094,1.067683,1.781952,1.079075,1.068001,1.627600,1.113440,1.056403,1.251767,1.011150,1.202166,1.102194,1.005075,1.004265,1.008626,1.242887,1.222310,1.001487,1.153410,1.197935,1.056442,1.006729,1.110095,1.125587,1.096215,1.411310,1.385801,1.177524,1.327466,1.069092
1.043310,1.512529,1.270403,1.003762,1.037413,1.208906,,1.157345,1.253883,1.053746,1.395423,1.286118,1.153441,1.069520,1.170294,1.202553,1.075254,1.066076,1.055814,1.115330,1.102263,1.207448,1.106978,1.233307,1.098666,1.103862,1.000353,1.037678,1.069710,1.241235,1.371535,1.076063,1.006262,1.041661,1.218060,1.103149,1.086420,1.110774,1.179269,1.070529,1.038814,1.262590,1.178223,1.043628,1.018654,1.153359,1.042699,1.298432,1.361950,1.306923,1.157996,1.096019,1.086959,1.159310,1.118031,1.009490,1.015277,1.018275,1.398168,1.001880,1.111130,1.231385,1.067407,1.002504
1.156160,1.148799,1.166854,1.412687,1.329909,1.066071,1.051065,,1.009824,1.165467,1.069720,1.022290,1.483847,1.659513,1.040120,1.165820,1.084552,1.091584,1.075910,1.393629,1.013143,1.271948,1.094959,1.206755,1.180046,1.472317,1.091363,1.035122,1.075879,1.064976,1.114589,1.682919,1.220286,1.308306,1.010608,1.155283,1.139144,1.316596,1.016979,1.148022,1.337689,1.160604,1.046948,1.078384,1.042965,1.133981,1.661223,1.490264,1.194562,1.003139,1.448144,1.033954,1.240591,1.219220,1.026689,1.017208,1.092621,1.044346,1.141030,1.083163,1.262869,1.296128,1.006228,1.111002
1.145154,1.046537,1.125680,1.012591,1.060187,1.415900,1.056762,1.224470,,1.182774,1.038540,1.189179,1.166012,1.254425,1.033242,1.251135,1.230906,1.019912,1.200301,1.000306,1.119387,1.160335,1.163852,1.451243,1.038776,1.177331,1.045018,1.009937,1.037744,1.088375,1.012948,1.003753,1.227818,1.253639,1.040327,1.122576,1.003889,1.067794,1.185681,1.083775,1.107716,1.318586,1.187549,1.316268,1.041719,1.153656,1.072903,1.367105,1.030099,1.440766,1.014792,1.211088,1.087009,1.300222,1.105745,1.127704,1.014237,1.456433,1.426815,1.045608,1.006789,1.501025,1.047455,1.213496
1.031080,1.170796,1.103691,1.225228,1.104000,1.084519,1.000040,1.050264,1.045626,,1.144887,1.002747,1.188461,1.176210,1.192203,1.133821,1.579872,1.170196,1.469279,1.019219,1.345354,1.180048,1.026972,1.330091,1.180082,1.005450,1.075447,1.104152,1.482271,1.067071,1.132491,1.003212,1.029239,1.194222,1.020328,1.026310,1.013540,1.386379,1.180646,1.062426,1.075483,1.129089,1.169112,1.076084,1.041825,1.382777,1.040509,1.187618,1.060957,1.337089,1.110889,1.017701,1.007935,1.065012,1.123607,1.003453,1.031933,1.061321,1.063009,1.365933,1.178571,1.011759,1.186296,1.057447
1.251504,1.197625,1.298172,1.125244,1.047484,1.148140,1.053366,1.206682,1.102327,1.024601,,1.353636,1.266251,1.120710,1.035608,1.169965,1.029041,1.137587,1.075264,1.002353,1.004794,1.047487,1.014806,1.464663,1.048776,1.102096,1.049932,1.219343,1.143141,1.149873,1.171943,1.194644,1.085349,1.503350,1.202795,1.051304,1.062533,1.246900,1.081611,1.157843,1.094717,1.256769,1.082486,1.393682,1.183184,1.167662,1.157792,1.358723,1.136887,1.132099,1.259309,1.171029,1.355543,1.076858,1.205678,1.145215,1.394342,1.014987,1.023090,1.431547,1.044143,1.063683,1.263263,1.123219
1.250206,1.126864,1.067418,1.145511,1.027760,1.292953,1.235612,1.225744,1.025473,1.050932,1.061527,,1.142727,1.110255,1.166526,1.037507,1.173805,1.051867,1.115758,1.017169,1.011596,1.130432,1.085666,1.529722,1.388087,1.071306,1.003328,1.032017,1.270896,1.564067,1.009772,1.001732,1.076228,1.259280,1.165346,1.020453,1.191390,1.064191,1.059025,1.146413,1.043343,1.073312,1.131270,1.266884,1.067245,1.074283,1.136385,1.319882,1.147769,1.060642,1.005693,1.200011,1.151344,1.231291,1.023262,1.165515,1.384294,1.283531,1.056261,1.219075,1.436235,1.101303,1.137246,1.116809
1.231043,1.085073,1.238480,1.206544,1.193323,1.036391,1.170193,1.049756,1.322666,1.091407,1.235243,1.071244,,1.093240,1.000716,1.179608,1.228738,1.077832,1.003626,1.146155,1.116412,1.277479,1.141140,1.058868,1.273201,1.151685,1.331832,1.324179,1.009475,1.064443,1.139106,1.089701,1.076970,1.105388,1.319497,1.015459,1.209398,1.363582,1.229619,1.014341,1.097478,1.065771,1.190073,1.006349,1.040213,1.888597,1.010572,1.440933,1.160173,1.042676,1.031255,1.111344,1.062492,1.013920,1.028494,1.077734,1.373953,1.013011,1.202582,1.075705,1.130443,1.067021,1.316557,1.431807
