256
,1.724788,,1.089368,1.040988,1.004146,,,1.191110,1.121294,,,,1.058859,,1.368069,,1.120178,,1.200191,,1.184692,,,,1.088610,1.035303,1.030993,1.110289,1.054031,,,,1.066481,1.033829,1.058813,,,1.010404,1.059834,,1.111038,,1.062175,,,,1.111665,,,,1.050737,,1.004964,1.115170,1.096226,,,1.048238,1.238726,1.285391,1.247342,,1.184966,,1.059668,1.254891,1.045925,1.011962,1.218461,,1.054630,,,,1.013205,,,,1.082876,1.096247,1.271051,1.008882,1.533168,1.473568,,,1.131073,,,,,1.075919,,1.056097,1.005833,,,1.000283,1.045600,1.050691,1.179298,,,,,1.235797,1.099871,1.012544,,1.336048,1.068073,,,,,,,1.056093,,,1.046650,,1.160364,,,,,1.066199,1.025699,,1.000783,,,,1.000973,,,1.245177,1.025236,,,,1.073709,1.178576,1.176078,,1.108204,,1.023958,1.088193,,,1.468891,1.021902,1.118414,1.124754,1.010683,,,1.054333,1.003897,,1.116561,1.163892,,1.076474,1.057979,1.082427,1.263914,,1.196786,,,,1.698341,1.068358,1.008378,,,1.022303,1.468927,1.121678,1.072105,,1.011435,,1.116680,1.281361,,1.106630,1.100723,,1.000802,,1.270214,1.092055,1.032064,,1.442412,,1.307500,1.083899,,,,1.214218,1.238498,,,,,1.087497,1.063263,,1.109131,1.134637,1.055909,,,,1.004738,,1.107207,1.263908,1.385297,,1.014772,,1.042126,1.371964,1.060659,1.277727,,1.327332,,,1.096055,,1.054173,,1.031191,,1.019932,,1.076616,1.033620,1.023758,1.059978,,1.313270,,,,,
,,,,,1.147469,,,,1.216992,,,1.016579,,1.098492,1.309108,,,,1.330173,1.252660,1.325937,1.035780,,1.188801,1.094324,1.165920,,,1.059802,1.522671,,1.160494,,1.040509,,,1.089152,,1.091222,1.263389,1.104549,,1.170407,,,,1.247066,,,,,,,,1.259862,1.057618,1.130628,,1.422603,1.010971,,1.274493,1.337813,,,,1.342921,,,,,1.070968,1.061429,1.153428,1.079027,,,,1.109866,,1.604371,1.154005,1.095050,,1.124853,1.113942,,1.216133,1.012135,,,1.090439,1.078161,,,,1.056975,1.122426,,,,,,1.176787,,1.102192,,1.005248,,1.077506,,1.048959,,1.089243,,,1.356073,1.057024,,1.101020,,,,,1.080626,1.300050,,1.172178,1.209580,,1.230197,1.079579,,1.059339,,,1.036010,,,1.119185,1.167886,1.124567,,,,1.115735,1.003224,,1.430722,1.150960,,1.014323,,,1.044805,1.099840,,,1.064974,,1.214121,,,1.123069,,1.169789,,1.273670,,1.065123,,1.086885,1.041746,1.231155,1.136165,,,1.061431,1.002432,1.217541,1.016309,,1.223836,1.201539,,,,,1.034554,1.008854,,1.081210,,,1.104273,,1.045982,1.225897,,1.097985,,,,1.072185,,1.011813,1.025292,1.155387,,1.277966,1.125240,,1.125349,,,,1.105846,,1.052180,,1.120073,,,1.277698,1.260560,1.087887,,,1.256386,1.229006,,1.101560,1.086095,,,1.102919,1.157287,,,1.061801,,1.143980,,1.124956,1.050171,,,,1.122155,1.039153,1.125947,1.014172,,,
1.074430,,,,,1.299276,,,,1.197088,1.011047,1.074050,1.029334,,,,,1.268635,1.103543,,,1.349195,1.203748,1.191344,,,1.134349,1.076771,1.157679,1.009541,1.068283,,1.236958,1.047840,1.048043,,1.185307,,,1.138706,1.066665,1.170475,1.050292,,,,,1.529254,1.099372,1.097131,1.588611,1.226757,1.008424,1.042813,,,,,,1.124845,,,,1.061495,,,1.038187,1.033248,,,,,,1.266139,,1.071811,,1.005161,,1.020094,,1.233298,1.203748,1.032085,,,1.095614,,,,1.442983,1.015101,,,,,,1.125608,1.101840,1.044242,,,,,,,,1.219906,1.130117,1.110653,,,1.069127,1.031168,,1.357743,1.075270,,1.126314,1.137151,,,,,,1.233750,1.200421,,1.077518,,1.003090,,1.023222,,1.029115,,,,1.049071,1.492564,,,,,,1.012469,,1.139712,1.026630,1.106352,,,1.055918,1.008609,,1.050142,,,1.092239,,,1.233362,1.252217,,,1.037032,,,,,,,1.055027,,1.275101,1.213513,,1.077184,,,1.032672,1.049495,1.154048,,1.202691,,1.232170,,1.202760,1.128779,,,,1.063654,,1.092250,1.028950,1.183188,,1.210354,,,,1.160822,1.105319,1.020321,,,1.345818,,,,,1.160814,1.085783,,1.091325,1.296902,,1.122575,,1.074294,,,,1.211437,1.010367,1.034116,,,,,1.050006,1.553932,,,,,1.261454,,,1.108328,,,1.061347,1.251283,,,,,,1.001711,1.133192,,1.046159,
,1.393273,1.071859,,,1.027747,1.125130,,,1.297857,1.099905,,1.152424,,,,1.573345,1.018907,1.043248,,1.141633,,1.098558,,,,1.003248,,,,1.211668,,,1.143111,,1.019918,,,1.006259,1.108218,1.140511,1.602315,1.062612,,1.001433,,1.267302,,,1.146383,1.287159,,,1.206770,1.094405,1.084059,,1.120647,,1.007170,1.012029,1.128220,1.235716,1.114206,1.044539,1.121375,,1.147246,1.009191,1.037153,,1.123142,,1.218423,1.404122,,,,,1.002154,1.239819,,1.295392,1.175282,,,,1.058335,,1.127595,,1.112144,1.058341,,1.077018,1.060482,1.080756,1.050679,,1.058270,,1.088985,,,1.022081,1.062061,,,1.223892,1.008453,,1.018835,1.054654,,1.060050,,1.016437,1.324877,,1.077775,,,1.110326,,1.369325,1.418092,1.019316,1.023958,,,,,,,,1.259726,,1.589941,,1.030383,1.335584,1.156482,1.061361,1.154469,1.104640,1.254967,,1.226378,1.071152,1.033356,,,1.000049,,1.008628,1.317716,,,,1.137680,1.022689,1.025473,,1.076640,1.088268,,1.026740,,1.046869,,1.177401,1.115180,,,,1.076664,,,,1.281178,,,,,,,,1.110771,,1.001231,1.305957,,,1.190322,1.266166,,,1.022978,,,1.071937,1.274006,1.276982,,,1.142642,,,1.035793,,,1.111609,,,,1.084356,,1.212436,,,,1.074586,,1.066016,1.016057,1.025273,1.235560,,1.049166,,,1.107855,,,1.162317,,,1.355489,1.028333,,,,1.211349,,,1.027874,,1.112282,1.402108,,,1.152877,,,1.084139,1.102280
,1.116268,1.231273,1.095756,,,,1.008891,1.274065,1.242633,1.067659,,1.469323,,,1.077108,1.157433,1.099579,1.214157,,1.157349,,1.027175,,1.029100,1.103547,,1.003398,,,1.054477,1.040884,,1.040338,,,1.024567,1.066154,,,,1.097043,,1.158583,,1.033512,,1.521082,,,,1.006772,,,1.126679,,,,,1.175061,1.017106,1.010142,,,,,1.247320,,1.086714,1.220894,,,1.030234,1.004773,1.134832,1.032752,,,,,,1.011942,,1.101275,,1.594013,,,1.197367,1.071606,,1.147119,,,1.504833,1.001632,1.179455,1.154748,1.000339,1.045319,1.166418,,,,1.203753,1.002337,1.254075,,,,1.021861,1.387819,,,1.176039,,1.234615,,,1.138099,,1.011164,1.169757,,,1.395264,1.261075,,1.020910,1.311224,,,1.076270,1.103282,1.091046,,,1.016538,1.212039,1.243764,1.051700,1.014591,,1.235884,,1.008395,1.021715,,1.035074,,,,,,,,,1.109615,,1.101950,,1.050885,,1.493642,1.102813,1.106431,,,1.510950,,,,1.100351,,1.147029,,,,1.139818,,,1.040867,,,1.124280,1.038920,1.312330,1.122873,,1.063780,,,1.041172,1.014015,,1.115236,,,,1.055393,1.281562,1.043960,1.156292,,,,1.198800,,1.013574,1.044798,1.051055,,,1.279337,,,1.055550,1.025796,,1.262112,,1.047102,1.199336,1.141653,1.129750,,,,,,,1.054471,1.307076,1.143050,,,1.067923,,1.318345,,,,,,1.078345,,1.197526,,,,,1.020816,1.216363,1.089604,1.051117,1.099912
1.110415,1.082536,,1.089150,,,,1.335007,1.072015,1.017563,,,,1.004143,,,1.003312,,1.096235,1.025712,1.193744,,1.192336,1.081964,1.052850,,,,1.334686,,,,1.126094,1.134607,,1.200932,1.188676,,1.104210,,1.065421,,1.325985,1.136607,1.047778,,1.026641,1.336829,1.177677,1.183688,1.241673,1.128943,1.039120,1.051765,1.394715,,1.012727,,1.045729,,1.071145,,1.126804,1.144325,1.115651,,,,,1.170092,1.075326,1.061412,,1.075964,,1.259257,1.121227,,1.109590,,1.038061,1.121187,,1.140806,,,,,1.090018,,1.117295,1.445587,1.008877,1.197607,,,1.034460,,,,1.016287,1.533531,,,,,,,,,1.216301,,,1.016342,1.021301,,,1.094554,1.240051,,,,1.077700,,1.150228,1.037817,,,,,1.133807,,,,1.363566,1.013271,,1.267197,,,1.054857,1.280838,1.194188,1.143352,,,,,1.447059,,,,1.049695,1.077771,,,1.514585,1.020751,1.183150,1.021163,,,1.149881,,,1.205107,1.113315,1.109137,1.080938,,,1.371176,,,1.413833,1.118322,1.130536,,,1.012242,,,,1.139134,1.273834,,,,1.159733,1.002719,1.182310,,1.151686,,,,,,,,,,1.022192,,1.084310,,1.185963,1.010829,,1.011454,,1.002848,,1.485456,1.072496,,1.371008,1.081311,1.107445,,,1.296289,,1.236635,1.229253,1.578321,1.189097,1.058604,1.084466,,,1.058363,1.148448,1.382680,,1.052416,1.051494,,1.022507,1.018693,1.030329,,1.261353,,1.015069,1.316816,,1.304568,1.013700,1.002332,,1.417496,,,1.029862,1.266015
,,1.042635,1.191568,1.155971,,,,,,1.182650,,1.315648,,,1.164026,1.263928,,1.112458,1.445279,,,1.124037,,,,,1.336108,,,,1.094554,1.047505,,,1.223420,,1.157529,,,1.111047,1.054099,,,1.233981,,,,1.146824,1.140166,1.163249,,1.208524,,1.137151,1.566284,1.047183,,1.202421,1.076145,1.142909,,,,,,1.024298,1.008179,,,,,1.197415,1.010315,1.164803,1.003431,,,,1.313220,1.099342,,,,,,1.042342,1.042476,,1.042451,,,,,1.034502,1.034663,,,1.059003,,1.150003,1.113780,,1.006377,1.113040,1.020711,1.125173,,,,1.058914,1.052303,,,1.261820,,,1.144772,,,,,1.024753,,,1.091695,1.070170,,1.098267,,,,,,,,1.058836,,1.129628,,,,1.035667,,1.006189,,1.009694,,,,1.198253,,1.043184,1.024142,1.034459,1.012583,1.295848,1.018248,1.009865,,,,,,1.024455,,,1.059700,1.009324,,1.188133,,1.477434,1.069484,,1.059578,,1.088117,1.247112,,,1.105099,1.013457,,1.032641,,,1.117052,,1.101739,1.026338,1.406002,1.002508,1.014064,1.114290,1.002879,,1.040380,1.131747,1.157510,,1.069882,,,,1.137384,1.592897,,1.196465,,,,1.017418,,,1.055329,1.210910,1.036850,,1.266474,,1.370187,,1.191071,1.013784,,,1.079954,,,,,1.011806,,1.176262,,,1.079474,,,1.025476,1.122358,1.144052,,1.006234,,1.264896,,1.140422,1.019246,1.168652,1.080339,,,,1.343219
1.030805,1.074187,,1.429128,,1.113529,1.161316,,,1.440111,1.013933,,1.480425,1.145965,,1.111280,1.103547,,1.202106,,1.057818,,1.110066,1.009119,,,,1.082665,1.236082,,,1.034994,,1.436266,,1.293949,,,,,,1.214402,,1.157621,1.188033,1.040575,1.079724,,,1.000961,,1.131555,,1.105133,,1.478776,1.321058,1.222062,,,,1.135531,,1.013481,,,,,1.060038,,1.061270,,1.034952,,1.328205,1.194797,1.382550,,,,,,,,,1.341242,,1.140386,,,,1.126552,1.067968,,,1.037927,,1.097261,1.052764,1.037381,,,,1.187385,1.089589,,,,1.051233,1.245284,,1.067546,,,,,,,1.256753,1.131234,1.088583,,1.124021,,1.173889,1.046864,,,,1.071056,1.041489,,1.169637,,1.298488,,,,,1.172597,,1.443811,1.190657,,,,1.061512,,1.231299,1.020082,,,1.044392,,,,,1.038969,,1.128130,1.027841,1.020088,1.028144,,1.105558,1.012560,1.460254,1.086671,1.193538,,,1.236356,,,,,1.144490,,,,1.372473,,,,1.013167,1.006513,,1.036227,1.224478,,,,,,,,1.021163,1.042941,1.211428,,,1.089186,,,1.217534,,,1.077567,,1.031376,,1.013723,,1.291201,,,1.132720,1.056415,1.116262,,1.194321,1.085133,,,1.038860,,1.104109,,1.302913,,1.232517,,,,,,1.317370,1.007933,,1.033379,1.064765,1.328662,,1.095755,1.038283,,,1.082089,1.079362,1.104685,1.017340,1.006361,1.138920,1.026598,1.239475,
1.139006,,,,1.068658,1.293486,,,,,1.260282,,,1.171748,,1.065679,1.052129,,,1.086616,1.303601,,1.362536,,1.005328,,,,1.323245,,1.211415,,,,,1.122474,,,,,1.287471,,1.140805,,1.224246,,,,,1.149870,1.109568,1.169895,,1.215172,1.041423,1.109784,1.056030,,1.170950,,1.091236,1.304932,,1.201767,,,1.051029,1.140920,1.160708,,1.011272,,1.104609,,,,,1.012712,1.220839,1.283554,,1.136118,1.095655,,,,,,,1.292856,1.004760,,,,1.122604,1.171272,,,,,,,1.023532,,,1.209097,,1.110899,1.134664,1.089889,,,1.087415,,1.043091,1.185638,,1.059123,1.048661,1.185769,,1.119273,1.044055,,1.072631,,,1.200778,1.174138,,,1.074405,1.008440,,1.042512,,,,,,1.062670,,,1.454352,,,1.063185,1.156421,,1.170428,,1.249872,,,1.079854,,,,1.002125,,1.215866,,,,,,,,,1.043639,,,1.048055,1.069812,1.167886,1.059667,1.000284,,1.083403,,1.308478,,,1.020269,1.228515,1.045815,,1.045124,1.262151,1.136619,,1.159061,,1.035413,1.202014,,1.083165,1.649105,,,,1.220044,,1.046702,1.013642,,1.035014,,,1.083007,,,,,,,,1.178172,,,,1.299863,,,1.047820,,,1.014736,,,,1.316030,1.296205,1.286646,1.157594,,1.026592,,,1.040938,,,,,1.304459,,1.112674,,1.054617,,1.417754,,,,1.485211,
1.077931,1.071737,,,,,1.105629,,,,,1.016134,1.008145,,1.391603,,1.541379,1.127344,,,1.018241,,,,,1.029941,1.030550,,,1.133290,1.224843,,1.017309,1.002094,1.343111,1.025628,,,,1.083550,1.030257,,,1.037890,,1.061904,1.151382,,,,1.151717,,,1.004589,1.020235,,,,,1.108736,1.086076,,1.153997,1.128930,1.010508,,,1.141351,,,1.151328,1.007728,1.171443,1.016088,1.096892,1.119583,,,1.351047,,,1.110830,,,1.218245,1.160788,,,,,,1.173757,1.060354,1.052775,,1.307390,1.026076,1.080300,,,1.034345,1.025495,,1.164958,,,,,1.123952,1.163205,1.106948,,,,1.049485,,1.235827,,,,1.058442,1.099876,,,1.167290,1.003151,1.016449,1.073363,1.081904,1.310364,,,1.165360,1.440523,1.174178,1.281394,,,1.115327,,,,1.047098,1.053244,,1.019814,1.049207,1.164832,1.015334,,,,,,,1.194962,1.194162,1.246072,,,1.111641,1.116954,,,1.253591,,1.141508,,1.103534,1.171933,1.027815,1.109802,1.056371,1.285723,1.182128,,,,,,1.180271,1.069041,,1.100055,1.219766,1.039845,,1.218233,,1.375860,1.041978,,,1.110636,,,,,,1.267779,1.051869,1.029842,1.186257,,,,,,,1.443784,1.124267,,,1.200614,,,,,,1.180279,,1.072603,,,1.497482,,,,,1.081796,,1.056385,1.043751,1.388007,,,1.342941,1.119313,1.023015,1.344204,1.014258,,1.086778,,1.125030,,,1.003722,,1.043923,1.150543,1.258584,1.113886,,,
