400
,,1.754476,1.815428,1.503491,,,1.142154,1.877508,,2.067622,1.395121,1.166781,2.001373,,,,,1.067127,,,1.438035,,2.395744,1.215695,,1.865837,3.002869,2.766303,2.811121,2.162435,,2.072833,1.441317,2.786121,,,,1.659389,2.029641,2.452087,2.749514,1.072620,1.701741,1.879159,,1.805317,,,,,,,2.375677,1.210312,2.380177,,1.237101,,2.818830,,,,,1.692519,,2.844692,3.434216,,,1.274608,1.155226,,,1.492418,1.397395,1.373763,,,,1.747086,1.622110,,,,1.772063,,,3.260008,,2.286208,,2.713005,,,,2.403453,,1.080684,1.911179,2.445358,,1.103575,,,2.195796,1.384270,2.137670,,,3.139999,2.943913,,1.528942,2.182469,,1.038469,2.797748,1.447840,,2.419270,1.112735,,2.050572,2.508725,,3.429455,,,,,,,,1.876428,,,2.240868,1.740323,1.486864,1.776293,,,,,3.243233,2.089415,2.033607,,,,,,,1.335918,2.470451,,2.946012,1.526907,,,1.681948,2.225679,2.145036,,2.155935,1.431941,,,,,2.039797,1.600067,,2.097551,,,1.747757,1.531612,1.170186,,,1.503519,1.159190,,,1.066312,1.200572,,1.489981,,1.062891,1.095262,,1.349358,1.300766,,1.249589,,2.732521,,2.720972,1.358277,2.295554,2.173535,1.251178,,,1.390147,1.542081,3.680196,1.688703,2.662652,2.420071,,,1.972563,,,,,,,,,1.038559,,,,1.071483,,,,2.119076,2.542654,,1.512542,1.506900,1.298274,,,1.073831,,2.663605,,2.002093,1.447024,1.550504,1.548963,3.690930,,2.232154,,1.019056,3.005344,,,,,1.588008,3.758664,2.409996,,2.500561,3.522844,,,2.515874,,,,,,,1.551903,3.022356,2.379536,,,1.954610,,2.073224,,1.538442,1.017072,1.122833,3.469292,,1.053339,1.020579,,2.061124,2.860562,2.460999,,,,,1.969464,,1.973405,,,3.840441,3.429003,,1.289514,,1.126975,2.425237,1.004366,1.389813,,1.295471,2.075457,1.800588,1.916402,,2.184638,,,1.834947,,1.114261,2.128770,,2.591254,2.272348,2.924941,,,3.393854,3.419258,1.803444,2.660994,,1.512750,1.466811,2.486039,1.215998,1.042641,3.134614,1.698529,,,,1.791033,,,2.302556,1.003478,2.293487,1.354860,1.151151,2.125441,,3.623906,1.756409,1.871027,,,,1.436157,1.888951,1.861437,2.411825,2.577085,,1.357601,3.642202,,2.041158,,1.259908,2.284613,1.825510,1.252101,,2.505310,1.375211,1.661882,,3.179545,3.093635,,,2.627038,,,1.797275,1.948033,,1.925226,,,1.048505,2.393388,,2.696944,
2.891323,,,,,1.495173,,1.324520,2.184036,1.349530,,1.198021,,2.712615,2.059926,,1.480796,,,,,1.460334,1.878365,2.568102,,2.022987,1.999869,,1.704341,,,1.637141,,1.402206,1.588242,1.345411,,1.995162,,1.151511,,1.092701,1.272500,,,,1.967787,,,2.753112,,,1.628377,,2.118097,,,1.857285,,3.500044,1.056493,1.253491,1.405783,,1.704008,1.335788,1.746737,1.321657,,,1.082527,,,,1.472507,,,,2.378311,3.033875,,3.251789,3.714620,1.955743,2.622143,1.267030,,1.847955,,,3.343761,,1.702348,,2.244651,,,,,1.400241,,1.532403,1.583471,,1.770049,2.052175,2.804927,1.545948,,,,,,2.644770,,1.281927,,1.138442,,1.847437,,2.675567,,1.506042,,,,,,2.004977,3.085953,1.952873,,,,2.644085,2.342372,1.680797,,1.283084,,,,2.193431,2.714066,2.449140,,2.080353,,,1.081333,,,,1.481198,,,,,1.076425,,,2.051241,,2.081556,,2.212808,,2.203766,,,1.530993,1.373865,2.039879,3.516444,,3.010821,,,,,1.219924,1.563361,2.693862,,1.167328,1.588545,,1.518537,1.725063,3.034454,,,1.385083,,1.001610,1.646630,1.420625,2.144073,2.578190,,1.983034,2.704048,,1.149030,,1.902888,2.634640,1.810479,1.495395,1.196534,1.550231,3.027083,1.944694,1.853200,,1.591610,,,1.962917,1.606699,,,,,,,,2.648057,2.352067,2.260327,1.203242,2.614860,1.858100,1.266635,2.474160,,1.599128,1.624818,1.755870,2.204427,,2.756266,1.123558,1.797102,,,,1.518239,,1.528359,2.174439,,,,1.099880,1.231744,1.997123,,1.004938,,,1.275916,,,,2.001287,,1.835690,,1.221955,,,2.084020,,,1.591653,,,,2.017846,2.328758,1.754593,,2.626902,1.236328,,,2.957413,1.208411,,,,1.868219,2.322354,,1.220087,,1.637079,,1.342379,2.600301,,2.295690,1.108516,2.729354,,,2.499664,1.789562,,2.049847,,2.964064,,,,2.250435,2.316614,3.885765,1.949803,2.731277,,1.243592,,3.521958,,2.650297,1.043363,,2.054970,,,,2.179906,1.011305,2.188652,,,1.883260,,,,,2.587988,3.629111,1.746492,,,2.243964,2.587602,1.651189,2.194740,,1.247488,,1.791142,,2.429668,,,,,,1.022127,,1.453333,,2.111097,,,,2.388417,1.820482,,2.442745,,,,,,,,2.347600,1.828024,,1.784478,,3.721353,,,2.400299,1.546523,1.411001,1.065895,,1.751040,,,2.745111
,2.640490,,,,,2.282085,,1.615071,,,2.969089,2.114159,3.521262,,,1.161086,,1.852409,1.221448,,,,,1.597756,1.598419,,1.633946,2.469089,,2.153643,1.667729,,2.986255,2.002946,,,1.951293,,,,1.186943,1.594174,,1.079608,2.365543,,1.583230,1.233579,,3.010174,,3.038128,,,1.709453,,,,,,1.231653,,,2.295298,,,,1.509540,3.181257,,,2.818543,,1.943641,,,1.323784,1.869302,,,2.246470,1.409948,2.229806,1.930460,1.804377,2.762814,1.375560,1.413383,1.135634,,,1.159425,,1.503371,1.224580,1.627614,,2.399221,,1.172010,2.113600,1.852310,2.333345,1.510765,1.671170,,,,2.184021,3.213988,1.202147,3.155471,3.188144,,2.494862,1.363878,2.465188,,,2.024357,2.002944,,1.653865,,,,1.620504,,,,2.232011,1.253775,1.102485,2.933066,,1.317227,,2.130862,,2.207851,2.584056,,,,2.083137,2.342688,1.812859,,,2.000989,2.850285,,1.435679,,3.113295,,,,,,1.719047,,,,,1.493876,,,2.663273,1.598960,,1.852239,1.930230,2.965121,,2.017729,1.529830,,1.215612,2.752686,1.593050,1.677543,,,1.499226,,2.390465,,,1.264079,1.499380,1.201899,1.525281,3.001347,,,,1.915570,2.178165,,,,2.751523,1.266943,1.666175,1.744359,,1.788050,,2.713688,1.767092,,,,,,1.395025,,1.749074,,2.617982,2.556608,,,,,2.384770,,,,2.021298,,2.540528,,,,,2.084123,,2.150000,,2.122804,3.275485,1.974969,1.286401,,2.806398,1.318547,1.350361,1.152313,2.205263,2.667707,,,,1.036922,1.823989,,1.459890,,3.207710,,3.045546,,2.768970,2.153042,2.965183,3.241576,,,2.247583,2.308870,,,1.615053,,,2.432803,1.076412,1.288991,1.415034,2.146502,2.258679,1.259329,2.156937,,,3.093895,,,,1.199947,2.879372,2.450252,,,,3.120046,,2.856526,2.516605,2.250036,,3.587142,2.120437,1.155266,1.307800,,1.387314,2.509437,,,,1.884352,,,,1.809387,1.194353,,1.729863,,1.856576,,,,2.191997,1.895848,,1.712823,2.251173,2.181470,1.098517,,1.511301,,1.713996,2.449472,,1.109622,,2.371360,,,1.955360,,,,2.840328,,3.046875,1.429296,,1.643472,,1.683208,1.949582,,2.257601,1.673118,1.338049,2.974411,1.545528,,2.363683,,,,1.429226,,,2.664921,1.860067,,2.907090,2.734426,,,,,1.874462,,,,,,,2.304719,1.761267,1.919269,,,1.496662,,,,1.600908,1.553258,
2.545812,1.993878,1.222508,,1.921544,2.647954,,2.931816,2.412814,,,1.100677,1.645249,,,,,,1.812502,1.405844,2.401409,,1.550267,,,1.749377,1.727463,1.258465,1.586814,1.132830,2.084862,,1.904905,,2.162021,,1.230608,,2.787009,1.549264,3.348983,3.770740,,,1.391977,3.245734,1.300595,1.299431,2.384860,,1.522068,2.243703,,1.610367,1.399275,2.319201,2.547566,1.381154,1.138192,3.027884,,,,1.222138,1.053894,,2.141361,2.991119,1.082420,3.738889,,2.054766,,1.974017,,2.610073,,,,,,,1.473072,3.544483,2.934878,2.412987,,,1.879001,,1.487791,1.197529,1.705708,1.834842,,1.834865,1.469414,,2.852174,2.505657,2.194763,,1.717943,1.084953,,2.178293,,,,,,,3.363978,,,1.938608,1.732939,,2.681398,,2.028239,2.494932,,,,1.787580,1.348007,,2.750905,1.260408,3.597078,3.992582,1.409598,2.343037,1.693467,2.752453,,3.429741,,1.490042,,,1.025698,1.744295,,2.892308,,,2.624279,1.811024,,,1.349189,,,2.144345,,,,1.704409,,2.013622,,2.217353,2.801126,,2.520647,1.467556,2.180076,2.161497,,,,2.228781,,1.832206,2.318549,2.640006,,,,,,,,1.192616,,,1.981281,,1.888094,,,,1.633965,,3.669966,1.491158,1.664437,,,1.345413,2.516459,,,,1.779222,2.918351,1.859006,,1.992642,,2.180692,,,2.659315,,2.154450,,,,,2.136665,1.686156,,1.794469,1.404605,2.254069,1.330384,2.070230,1.685135,2.357262,1.653944,2.402618,1.394371,2.010635,1.226314,,1.100808,2.561552,,2.105268,,,1.804051,1.503685,,,,2.344187,2.069983,,,2.404658,,,,2.316877,,2.158780,1.687228,2.158932,2.173926,,,1.162995,,,,,1.109443,,3.110851,,,,,,2.294814,,2.083587,2.417290,,1.900202,1.781847,1.376778,,2.129033,1.696125,1.333095,1.245871,,,,,1.153804,2.920309,2.287351,1.422877,1.763122,1.045545,2.463909,2.181900,,1.065538,,1.558796,1.024749,,,,,,,3.396814,,,2.517359,1.235185,,,,1.538118,,3.253205,2.013899,,,,1.616502,1.099580,3.525974,,1.939224,2.709286,,,,,,1.714200,1.408161,1.546933,2.202550,,2.399207,,,,2.883691,,1.935412,1.970693,2.571548,1.031702,,2.511700,,1.058303,2.033354,1.785716,,,2.267697,2.492086,1.476149,3.382052,,,2.515099,1.270215,1.222994,,,1.796476,,,1.552183,1.543277,,2.783637,,,,2.008497,1.827289,,,1.385702,1.614065,1.708808,2.952134,,,,,,,1.362836,
,1.387233,2.349804,1.005453,,2.208074,2.624829,,3.215588,,2.315610,2.855601,1.489936,,1.107958,1.289296,2.177542,,2.513399,2.544189,3.364032,1.722681,2.190650,2.294742,,,1.366365,1.714449,3.684301,1.300026,,,1.920106,,,1.234886,2.070554,,2.612877,,,1.298310,1.867120,1.324083,,1.242662,1.753119,3.402520,1.675198,,,1.832969,2.190484,,1.461541,1.013574,,2.338929,1.379860,,1.388743,1.552979,,1.481158,,,,2.287845,,,2.274489,1.844320,1.057728,1.381602,,1.768786,1.080223,1.862583,1.282489,1.777335,,2.356091,1.074338,,,1.365997,,,1.159490,1.780583,,1.462245,,,,,,3.213085,,,1.595788,,,2.185076,1.878798,1.593103,,2.216177,1.119555,,,2.060740,,,3.343833,,1.556257,,,,2.279982,,2.783117,,2.202832,2.426661,,,1.354147,1.716526,,,,,,1.942714,1.423992,1.046356,,,,1.983979,,1.452282,2.798392,,1.455193,2.694367,,1.215541,,2.693050,1.316336,2.737282,,,2.327085,1.079717,,,,,1.923057,2.730882,1.377355,,2.139619,1.327696,1.337859,1.954019,,,1.363929,,,2.918851,,,,,,1.710617,,,,2.682657,1.840064,,,1.346737,2.161196,2.942027,,,1.064561,1.649001,1.250538,,,2.328902,3.066412,,,,,1.673091,2.685336,,1.647074,,,1.442696,,1.509977,1.833053,1.241020,,,2.803570,,1.177084,,1.987875,,,1.040308,3.155063,,1.615250,,,,,2.535906,2.286172,,,,1.313658,1.915006,1.370918,2.650965,,,2.525068,,1.245912,1.881257,3.084137,,,,1.320670,1.843061,2.979946,2.099008,,3.494644,,,1.140366,1.504634,2.524674,2.157411,,,,1.042768,1.643457,2.035583,1.959507,,3.136985,1.034101,,1.679787,1.731067,,,1.366217,1.204276,,1.180949,,,,,2.981530,2.699376,2.853204,3.496191,,2.227467,2.784316,1.901391,,1.686211,,,,2.444606,,,,,,2.157089,2.612245,2.195333,,1.428875,2.773501,,,,,,2.023760,1.308925,,,,1.224472,,,,,1.875490,,,2.568402,1.259701,,,,2.576005,1.139011,1.061421,,1.937981,,,,1.802044,,,2.827713,1.052678,,2.383051,1.153423,2.171491,,2.579166,1.959730,,2.504022,,,,2.155513,,1.382398,1.994017,2.085390,,2.997213,,1.165754,1.716356,1.597491,,2.412124,1.675641,,1.917771,1.074516,,,,1.435730,,,2.332081,,3.194283,2.572090,,,,1.912370,2.579051,,2.980224,1.993407,,,1.069288,,
,,,,1.093154,,1.571773,1.177768,,1.595154,2.241939,3.331885,1.527965,2.992311,1.948013,3.040646,,3.648813,,,,,,3.475780,,,,1.451816,,,2.236919,,1.274797,,1.096741,,1.266190,,,3.491677,2.631166,,3.200204,3.058851,,1.587809,,2.189954,1.252349,1.244355,,,,1.431720,,1.888921,3.332887,1.425703,2.388742,1.150472,,3.324609,,1.077253,,1.925916,2.155366,1.137906,1.520406,,2.738724,,,2.861271,1.536342,,,,,,,,,,1.168783,2.260026,1.239716,,,,1.858244,,,2.395145,2.005339,1.992303,1.978434,,1.084038,2.684902,2.560886,1.829234,,,1.826118,,2.845508,,1.257846,1.597557,,,2.564810,,,3.580389,,,2.237809,1.180914,1.055672,,1.045209,1.452404,,2.667065,3.132620,,1.856804,,,,,1.729687,,,,2.517033,,,1.343675,,,,2.075759,2.387325,,2.710061,2.301951,,1.323917,2.560542,,1.366400,1.616160,,1.262136,,,1.769334,2.070248,2.818090,1.822999,2.915261,1.938145,,2.336992,2.241624,2.043277,3.016741,1.668443,1.670408,1.481595,,1.827698,3.720836,2.568511,1.144627,,1.294636,1.667066,1.957245,,,,2.047040,2.115412,,2.708332,1.631729,,,,,2.513156,1.344532,1.547809,,1.157370,,,1.488440,,,,2.397397,,1.398969,,2.000276,,,,2.572796,,2.378902,,3.177594,2.352417,,,1.614967,,,,2.355493,2.657689,,2.396779,1.206221,,,,2.718291,,,,1.609235,,1.251630,,1.470640,1.245786,,,2.900495,,1.435589,,2.008195,,,1.043745,2.345461,1.254530,3.110697,,,2.962182,,1.218085,,1.971149,2.003098,2.092231,2.390121,1.170691,2.339946,2.232959,,2.890747,,2.166957,,1.278106,1.297323,,,,1.144548,,,3.018057,,1.266482,,1.902945,2.521608,2.366073,1.315636,,2.311822,,2.429633,,,,,,,,,,,1.914793,,,,,3.026917,1.466172,,1.440690,1.129839,,2.866581,2.153204,2.757047,1.467426,1.467693,,2.105892,,,,1.625027,1.210433,1.871313,2.608238,1.098504,2.483044,1.755556,1.009567,,,1.331951,,1.320922,1.637881,,,2.787580,,1.933638,1.703056,,1.596070,2.433733,,1.509756,1.742813,1.256052,1.821750,1.282173,,1.288242,,2.684366,1.414723,2.852997,,1.347145,,,1.209256,3.979533,2.864702,,,2.454059,1.468196,1.943080,2.559939,2.654166,2.108175,,,2.624856,,1.104628,,2.645123,1.486513,1.149773,,,1.480295,1.850234,,2.282302,1.528406,,,,,1.266019,,,,
,1.149219,,1.682914,,,,,3.132375,,,,,,1.328769,1.702069,1.408272,2.097762,,,1.084079,1.992891,1.549583,1.316791,1.506943,,1.065121,2.503970,,,3.012800,,,,1.234971,1.068396,,2.343748,,1.043328,,,2.530055,1.618659,,,3.723976,2.155953,2.246581,,2.252812,1.574351,,,,2.857073,,2.558219,,,3.033871,3.002469,2.070583,1.711832,,,,1.621344,1.677691,,,2.979738,2.816733,2.109369,,,,1.300840,2.103560,,,,1.553468,2.335546,,,2.389291,2.413172,,2.101990,2.050687,1.392330,,,3.349563,,1.834091,2.146348,,3.014943,2.026237,1.720899,1.921998,1.930269,,,,,,3.028909,2.152777,,2.346650,,,1.688639,2.517036,,1.026417,2.350503,1.609452,,,2.501323,,,1.833746,,3.685286,,,,,2.390865,,2.082485,,1.371933,,1.583611,,3.282119,,,2.082289,,,2.844420,1.688438,1.518168,3.438746,,1.279336,2.229355,,1.340189,1.526349,1.601067,1.524282,,,,,,,2.151070,1.311195,1.471165,3.094026,,,,2.118733,,,3.430007,,3.102543,3.703006,,,2.656801,,,,3.892441,1.320349,2.146895,1.907688,2.237610,1.387719,1.475377,1.833723,2.120303,1.746016,1.768494,,,2.686312,1.954010,,,1.507096,,1.967039,,2.412780,,,3.112059,,1.022266,1.482692,,,,2.630158,2.047550,,2.963392,2.061201,,2.398100,,1.168876,,3.013650,2.347163,,1.484525,1.116531,,,,2.561924,2.711034,,,,2.614833,2.604567,1.634978,2.662071,,,1.856759,2.548027,,1.808279,,,,1.097615,,2.181623,2.141612,1.866705,1.652384,,,,,,,,,2.175430,2.200993,,,1.738355,,1.131125,,2.806670,,,1.681582,1.207088,1.249046,3.906717,,,,1.221276,,1.388960,2.085419,,,,,3.781414,1.416459,1.439938,1.816827,,2.364110,,,,,3.115363,1.816957,,,1.656459,,,1.536118,,,2.359595,,1.245865,,1.258586,1.516990,,2.841394,1.980858,1.236686,,,,3.266304,,,,,2.503805,,,1.387991,,1.747736,2.180209,,,,,,2.173548,,2.459004,1.757238,,1.561038,,1.611314,,1.623834,2.050489,3.034362,1.912711,1.293239,1.746721,1.195499,,2.013786,1.480457,3.644756,,,,,,,,2.588115,2.028778,2.331879,1.381894,2.125905,,,1.366333,2.150731,2.575405,,1.503700,1.455819,,1.587726,2.317433,,,,,1.052364,2.569895,1.798058,1.147704,2.363723,1.040437,1.334101,2.412799,,1.467637,
,3.494343,1.490369,2.432681,1.174785,1.515878,1.224246,,,,1.019531,,1.555240,1.795333,1.435915,2.152433,,1.672534,1.525821,1.789458,1.499917,1.352942,3.057185,,,,,2.629404,,,3.146079,1.144058,1.771957,1.171668,,,1.038560,2.189856,2.886767,,,2.085415,,1.132656,1.678254,,,2.273009,1.761782,3.149597,,1.469421,,1.637846,,2.989159,2.138570,1.782086,,,1.928621,,1.231011,2.043006,,1.775691,1.083277,1.244567,1.478346,,1.198508,,3.016036,,1.289832,2.113663,,2.911507,,,,3.160832,2.729325,,1.211611,,1.452921,1.365449,2.135931,,,1.643314,1.593173,1.878287,,1.383554,1.816491,,3.568837,1.295834,2.512723,,1.405598,,1.663211,,2.944092,2.247360,2.249963,1.806711,,,2.340071,,2.114478,1.887304,1.698192,1.182129,,1.800221,1.949717,1.524487,1.280817,,2.692601,1.483445,1.771200,2.288133,2.332375,1.250666,,,1.844221,,,,1.643433,,,2.697137,,1.921997,,3.375541,,,1.643282,,3.978248,,,1.538559,2.031862,3.148195,,1.355784,1.550912,2.218989,1.455188,,3.545393,,1.586270,1.242599,,,,,,1.016609,,,2.176686,,2.652515,2.774776,3.338654,1.816324,,2.356086,,2.428262,,1.334443,,2.762375,,,,,,1.542943,,,,2.024211,,,,1.903389,1.224627,1.383074,,1.922953,3.475239,1.340302,2.321371,2.663234,,3.022395,1.759300,2.192486,1.015674,1.536300,2.478500,2.607487,,,,1.710787,,1.208790,,,,,,1.997930,,1.159415,1.734185,,,2.901328,,,,,2.572002,2.042361,,2.247504,3.069810,1.832743,,2.441605,1.093298,,,,,,1.077079,,,2.074597,1.926361,,,,2.002829,1.055507,,2.348357,,2.291319,,,1.949420,,1.213180,1.930074,,,,,,2.493890,,,,,2.805599,2.040408,1.262076,2.539327,,2.234984,1.999173,,,,2.027676,,,2.544639,,,,1.348981,,1.089945,2.031471,,1.843357,,,2.733115,,,3.148388,1.922387,2.177043,,1.769102,,1.269056,,1.932658,3.106965,1.298757,,1.257325,,,,,1.776405,2.145672,3.425462,,,,,,,,,,1.472310,,1.647681,,,,2.720276,,,,,2.297274,1.784162,1.665135,,3.579264,,,1.272376,,,1.244972,,2.111280,1.612396,2.868716,,,,1.619143,,1.285295,1.866615,1.674114,,,1.568402,,,3.169073,1.266441,,,2.014542,,,3.127637,,,,,2.537461,,,1.731953,1.377687,,,,1.200281,1.060443
,2.984716,,1.577968,,,2.260170,,,,,,,,,,,1.629322,1.142104,,1.011604,2.921799,1.156769,,2.542495,1.786712,,1.036571,3.310391,,1.573226,,1.045568,1.832079,1.181367,1.875349,,3.491014,,2.880944,3.429631,2.439816,,,,,2.819992,1.086332,,1.010596,2.825623,,2.184267,2.065850,3.776416,1.686553,1.020842,3.773768,3.138782,,,1.874389,,1.379230,,,,2.744318,,1.695287,,,1.822161,1.496897,,1.448743,1.382086,,,,,1.602963,1.392605,1.121746,1.498963,,,,,,,,,,,,,1.939857,,,,1.231829,,,,,,1.283974,1.307736,2.113819,,1.250583,3.611372,,3.291121,,1.365453,2.741250,,,,,1.811390,,,,2.294410,3.762144,,1.016773,1.500033,1.627139,,,,1.721503,1.105098,,2.452717,,2.123946,,,,1.176601,1.134420,3.276534,2.075670,3.725998,1.031940,2.482188,,,1.056297,1.342148,,,1.749000,,,1.764157,1.547509,1.748994,,,,,1.766778,1.818365,2.389328,,,1.218198,1.452594,,,,,,1.869945,,2.585905,,1.315721,2.079798,1.617655,,1.889045,,,,1.808527,,2.185037,2.780226,,1.463916,,2.564257,2.211143,1.751490,1.544497,,,1.749825,3.180053,1.866313,2.710610,,1.619475,,3.152006,,,1.817461,2.651935,1.324235,,,,1.087440,,2.392396,1.262934,1.223326,,3.213198,,,,,,,1.559054,,,1.386064,,,,,1.681842,,,,,,3.063091,2.482491,2.726550,1.799572,1.234961,1.563584,1.636954,1.467574,1.815694,2.217324,1.246006,,2.739270,1.489096,2.428300,2.028591,2.560632,,3.231264,,,1.269027,3.091242,,,2.045508,,,1.834196,1.564079,1.849542,1.506246,2.218506,,2.632597,1.362842,1.366465,,1.986721,1.995333,,,,2.097491,1.540048,2.448440,1.316218,,1.179244,2.385957,1.194951,2.562398,,2.766750,1.636080,,,1.022185,1.960111,1.677769,,1.111512,1.981072,2.324468,2.790369,,,,,,,1.676935,2.498835,1.957085,,1.124345,,2.216615,1.478458,,2.057990,,2.090540,1.549580,,2.359273,1.746422,,,,1.327572,,2.254119,,,,2.366575,2.934668,,,,2.146466,1.981457,2.164729,1.288077,2.022996,1.081594,1.796443,2.396721,,2.303388,,1.077175,,1.355302,1.586790,2.006112,2.228266,1.941679,,1.642750,,1.581672,,,,,,,,2.573074,3.765949,1.299793,,,,,,1.416653,,,2.590284,1.236832,,1.589184,1.630280,2.360391,1.034085,,,1.037883,1.863021,
1.393567,,,,1.709427,,1.169068,,1.607487,,1.749724,1.243634,2.184906,1.692610,,1.248049,2.100340,,1.735332,1.783122,2.082073,3.331474,,,,,1.969476,,,,1.464124,,1.270673,,1.964461,2.796147,2.023452,,,2.924558,1.950554,1.646235,,1.684014,,1.987352,1.007993,1.779718,2.580643,,1.849627,1.759958,,1.431091,,2.114272,1.857542,,2.437903,,,,2.181425,,,,3.228591,1.206309,1.918128,3.627175,,,1.650337,,2.481689,1.608076,,1.832993,,,,,,,,,2.353983,,,1.657289,2.684542,,,,1.842176,,3.010724,,1.056311,,1.371404,1.298561,2.939772,2.505035,1.505195,2.828647,3.678230,,1.242501,,,,,2.926650,1.142261,,,,1.183151,,,,2.355628,,,,1.651130,,2.716418,1.024992,2.349582,1.812122,,1.155221,1.694023,,1.322283,2.437251,3.246355,1.440251,,,,,1.285606,1.242068,1.092555,1.313388,1.290900,,,1.637624,,1.923109,,2.192721,,,,,1.596709,,,2.449067,,2.723490,2.541703,1.529967,,2.470446,,,2.282585,2.281888,,1.852074,2.336979,,,,1.625601,,1.381230,,2.793725,1.540249,,2.147688,3.319317,,1.567227,,3.002832,1.810071,,1.419908,2.354586,2.843223,2.042588,1.213946,1.878100,2.564388,1.600188,1.143793,,1.947227,,1.605492,,1.838594,,,,1.771048,1.628120,,1.001689,,,1.280841,,3.667049,1.214512,,2.884331,,1.152537,1.942671,,1.358356,2.843303,1.739461,,1.433954,3.496441,,2.583730,,,,1.279625,1.237702,1.479355,2.546883,,,,,,,3.098626,1.449894,,2.480768,2.567034,1.636204,3.927836,1.314781,2.079445,,,1.123771,1.548776,,,,,,1.156465,,3.047805,,1.224135,,,1.289618,2.455074,1.836185,,,1.399649,1.492086,1.936867,,1.430321,,,,,1.705044,,,,1.549142,1.457334,,,,1.194085,2.086569,,3.056244,,1.688260,1.394713,2.994310,1.970904,3.866295,,2.020278,,1.565302,2.158564,1.081899,2.810726,2.445706,,1.712135,2.425324,1.473514,1.021037,1.602523,,1.052089,,,,,,,,1.790914,1.709139,,2.784986,2.099103,2.397094,1.904617,,1.935817,2.122349,,1.164142,,1.274353,,2.285844,1.333745,,,2.311514,1.618362,1.935629,,1.495862,,2.650557,,,,,,1.814518,1.738690,2.015064,,,,,1.749369,,2.280483,,2.185293,1.103623,,1.993760,,1.745004,,2.177505,,,2.308058,1.071862,,1.840005,1.924168,,1.342762,1.614289,,1.277295,1.088511,2.554759,,,,,1.192097
