30
,,,,,,,,,,,,,,,7.494698,,,,,,,,4.953935,,,,,,5.516272
,,,,,,,,,,,,,,,,,,,,5.828860,,,,6.439157,,,,,
,,,,,,,,,,,,,,,,,,,,,,,4.133666,,,,,,
,,,,,,,,,,,,4.476042,,,,,,,,,,,3.656793,,,,,,
,,,,,,,,,4.325735,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,7.660716,,,,,8.226554,,,
,,,,,,,,,,6.912792,,2.020120,,,,,6.551164,,,,5.271175,,,,,,,,
,,,,,,,,4.408302,5.713865,2.324322,,4.806733,5.399411,,,,,,,4.080324,,,,,,,3.752521,,
,,,,,,,4.408302,,4.979081,,,,,,,7.047747,,4.227583,,,,,,,,,,,
,,,,4.325735,,,5.713865,4.979081,,,,,,,,,,,,,5.000380,,,,,,,2.636655,
,,,,,,6.912792,2.324322,,,,,5.483371,,,,,,,,,,,,,,,5.231614,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.945420,
,,,4.476042,,,2.020120,4.806733,,,5.483371,,,,,5.580266,,,,,,3.409966,,,,,,,,
,,,,,,,5.399411,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.156553
7.494698,,,,,,,,,,,,5.580266,,,,,,,,,,,,,3.877918,,,,
,,,,,,,,7.047747,,,,,,,,,,,,4.643485,,,,,,,2.839964,,
,,,,,,6.551164,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4.227583,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,4.938307,,,,,,4.587728,,,
,5.828860,,,,,,4.080324,,,,,,,,,4.643485,,,4.938307,,,,,,1.817498,,,,
,,,,,7.660716,5.271175,,,5.000380,,,3.409966,,,,,,,,,,2.628375,,,5.726528,,,,
,,,,,,,,,,,,,,,,,,,,,2.628375,,,,,,,5.940812,
4.953935,,4.133666,3.656793,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.439157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.877918,,,,,1.817498,5.726528,,,,,,,,
,,,,,8.226554,,,,,,,,,,,,,,4.587728,,,,,,,,,,
,,,,,,,3.752521,,,5.231614,,,,,,2.839964,,,,,,,,,,,,,
,,,,,,,,,2.636655,,4.945420,,,,,,,,,,,5.940812,,,,,,,
5.516272,,,,,,,,,,,,,,6.156553,,,,,,,,,,,,,,,
