32
,1.119663,1.026989,1.119816,1.036578,1.024812,1.157274,1.107800,1.466804,1.072551,1.042222,1.100447,1.292724,1.130974,1.179188,1.064248,1.025143,1.387699,1.425337,1.085051,1.294580,1.119261,1.069849,1.058295,1.103535,1.201663,1.014054,1.146820,1.036670,1.257415,1.223370,1.399619
1.096218,,1.148981,1.186392,1.026877,1.114477,1.119552,1.020245,1.066633,1.204149,1.057828,1.029742,1.155692,1.023597,1.170357,1.482479,1.249879,1.048892,1.122893,1.074935,1.186210,1.297251,1.309990,1.039453,1.007766,1.371805,1.290207,1.026361,1.155123,1.092402,1.002272,1.032057
1.005396,1.196149,,1.028825,1.132647,1.119239,1.053665,1.421681,1.246994,1.030203,1.338267,1.037773,1.095357,1.130912,1.155420,1.028967,1.035798,1.155434,1.025299,1.176311,1.196633,1.132493,1.052757,1.227243,1.638202,1.008206,1.000934,1.530204,1.031273,1.009367,1.097221,1.033541
1.019251,1.351143,1.229907,,1.180054,1.191515,1.096599,1.204291,1.023294,1.112050,1.055754,1.160722,1.030023,1.204469,1.222332,1.030765,1.039455,1.129025,1.079672,1.051068,1.121376,1.177799,1.038834,1.097992,1.012445,1.305292,1.001081,1.245473,1.439437,1.010253,1.091597,1.196752
1.081147,1.177712,1.036667,1.053390,,1.214742,1.108825,1.048855,1.195164,1.069869,1.312247,1.071576,1.187084,1.012730,1.233692,1.051590,1.081361,1.010967,1.011354,1.318281,1.176463,1.058753,1.185475,1.183369,1.039764,1.069518,1.123848,1.206789,1.022062,1.080129,1.164545,1.073247
1.175049,1.198495,1.018031,1.008822,1.060719,,1.194633,1.144822,1.014935,1.149005,1.041584,1.005459,1.328115,1.356156,1.028340,1.285549,1.429519,1.081827,1.220235,1.155537,1.112456,1.063002,1.459447,1.052862,1.027223,1.015505,1.061664,1.126836,1.152439,1.212070,1.217928,1.056573
1.153383,1.133397,1.152462,1.273336,1.702782,1.196648,,1.112928,1.050452,1.007446,1.054948,1.199583,1.022288,1.044170,1.218595,1.101672,1.058269,1.001704,1.007233,1.087012,1.028023,1.042837,1.118470,1.159960,1.079262,1.016447,1.059350,1.236893,1.246624,1.237656,1.254526,1.272510
1.592442,1.063571,1.164190,1.196239,1.032866,1.177323,1.221935,,1.100871,1.173603,1.004423,1.335511,1.254607,1.180856,1.008168,1.271905,1.091345,1.197365,1.006254,1.035945,1.703978,1.075525,1.291245,1.230455,1.228261,1.290711,1.213670,1.090219,1.052668,1.110667,1.035189,1.043107
1.051062,1.294520,1.142518,1.129776,1.052189,1.052672,1.327854,1.628375,,1.023879,1.065134,1.069508,1.150245,1.041052,1.073772,1.075549,1.028522,1.343725,1.347695,1.018007,1.129617,1.161821,1.254578,1.085848,1.067018,1.398047,1.230531,1.220376,1.114998,1.009258,1.544749,1.000157
1.380500,1.043920,1.193535,1.183766,1.563899,1.418715,1.110975,1.220208,1.399257,,1.180823,1.057890,1.108325,1.233275,1.034108,1.239342,1.040434,1.052600,1.089504,1.184967,1.134413,1.125462,1.167581,1.008974,1.000994,1.021852,1.181249,1.114381,1.080578,1.004297,1.011794,1.068647
1.099943,1.030171,1.359708,1.499418,1.007994,1.101618,1.260518,1.032305,1.043414,1.093468,,1.002986,1.327806,1.115871,1.178863,1.190121,1.321617,1.054941,1.073840,1.529166,1.205879,1.020559,1.010865,1.114290,1.485896,1.249638,1.054293,1.878209,1.029853,1.458865,1.049552,1.050356
1.272551,1.056393,1.051243,1.203937,1.164507,1.153961,1.067364,1.014684,1.091296,1.005270,1.330793,,1.532407,1.100588,1.335234,1.031685,1.151064,1.136037,1.118525,1.498206,1.322726,1.042364,1.154508,1.123523,1.244998,1.091779,1.240401,1.164411,1.003341,1.031805,1.087101,1.180060
1.233055,1.402379,1.018050,1.186768,1.385740,1.275213,1.040100,1.146501,1.078380,1.034759,1.085407,1.157416,,1.209737,1.311016,1.183291,1.211789,1.279008,1.178493,1.027581,1.118898,1.170690,1.137575,1.300743,1.053822,1.012323,1.393870,1.402725,1.005057,1.018809,1.297733,1.178924
1.131577,1.076392,1.333073,1.248033,1.048697,1.239732,1.083457,1.069674,1.127978,1.044911,1.021459,1.083316,1.279264,,1.246765,1.316772,1.208252,1.023145,1.375066,1.366756,1.036829,1.115075,1.072278,1.183192,1.064185,1.044013,1.204354,1.183628,1.269325,1.098434,1.286628,1.114474
1.337370,1.140599,1.048418,1.061830,1.102266,1.113363,1.092122,1.076149,1.326297,1.016091,1.187673,1.118276,1.059818,1.184530,,1.245332,1.041458,1.144377,1.031068,1.133420,1.198387,1.288336,1.046725,1.166689,1.088999,1.101028,1.035995,1.097081,1.070107,1.031408,1.020698,1.161943
1.097326,1.082307,1.238053,1.018977,1.094849,1.039490,1.016479,1.107690,1.084511,1.231407,1.210776,1.141452,1.025320,1.010917,1.000421,,1.110923,1.665762,1.156132,1.144957,1.018811,1.275180,1.388950,1.257298,1.205762,1.125181,1.055214,1.258505,1.153687,1.003505,1.076738,1.081570
1.133578,1.053556,1.064581,1.042936,1.284790,1.230927,1.065775,1.163712,1.434832,1.541227,1.075669,1.083311,1.033057,1.091115,1.031974,1.067580,,1.053614,1.437871,1.227732,1.085672,1.107791,1.234693,1.076913,1.001008,1.030936,1.118129,1.007930,1.113726,1.087933,1.123694,1.034705
1.147354,1.086320,1.017135,1.228900,1.052311,1.220618,1.076109,1.268012,1.073082,1.132219,1.137331,1.064127,1.331126,1.363492,1.013827,1.269435,1.049129,,1.047915,1.089983,1.290704,1.297643,1.077975,1.150926,1.025509,1.205085,1.225746,1.165937,1.086149,1.246201,1.257135,1.299315
1.028657,1.016896,1.231989,1.002603,1.247702,1.211927,1.269181,1.104678,1.004308,1.128662,1.181862,1.424659,1.072906,1.089278,1.061264,1.166991,1.010298,1.177553,,1.126329,1.046278,1.161315,1.291819,1.290806,1.358017,1.078179,1.126203,1.025551,1.004311,1.155085,1.187794,1.115775
1.054403,1.240263,1.210522,1.001072,1.080619,1.012155,1.016327,1.023084,1.001228,1.260504,1.150840,1.094673,1.039048,1.014151,1.044545,1.027498,1.172932,1.000846,1.063372,,1.123591,1.009265,1.004018,1.057642,1.142040,1.216630,1.076371,1.058345,1.058916,1.093698,1.159179,1.150058
1.068810,1.249758,1.248460,1.250715,1.341024,1.305833,1.112584,1.059605,1.064100,1.168013,1.082779,1.349038,1.008546,1.216870,1.318601,1.219431,1.009604,1.344372,1.323218,1.273707,,1.012417,1.029752,1.070805,1.170528,1.175896,1.482462,1.004958,1.041174,1.331141,1.217592,1.002227
1.127668,1.024986,1.099346,1.167418,1.005926,1.025167,1.054019,1.116800,1.146784,1.019181,1.038319,1.110057,1.050792,1.106019,1.042069,1.064826,1.182089,1.135386,1.142290,1.350150,1.139393,,1.020754,1.044872,1.049572,1.009284,1.410628,1.056123,1.013563,1.113842,1.056753,1.194279
1.100728,1.010041,1.118062,1.067688,1.122584,1.065336,1.024382,1.001169,1.167919,1.192969,1.080333,1.247073,1.088224,1.057216,1.026005,1.393158,1.021332,1.104320,1.186630,1.012494,1.024089,1.135871,,1.197642,1.015646,1.071625,1.102632,1.020088,1.102409,1.124799,1.137567,1.210940
1.045625,1.139023,1.158481,1.131274,1.311799,1.053220,1.033224,1.179296,1.051801,1.013966,1.635209,1.039163,1.251929,1.287535,1.383132,1.051470,1.112575,1.278086,1.283483,1.087271,1.028248,1.211507,1.225696,,1.347427,1.380480,1.032225,1.174496,1.020888,1.060059,1.076810,1.273641
